Project Name,Package Name,Type Name,Code Smell
forkassn3,de.hysky.skyblocker.config.datafixer,ConfigFix2QuickNav,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.config.datafixer,ConfigFix2QuickNav,Broken Hierarchy
forkassn3,de.hysky.skyblocker.config.datafixer,ConfigDataFix,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.config.datafixer,ConfigSchema,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.config.datafixer,ConfigDataFixer,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.config.datafixer,ConfigDataFixer,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.config.datafixer,ConfigFix1,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.config.datafixer,ConfigFix1,Broken Hierarchy
forkassn3,de.hysky.skyblocker.utils,RomanNumeralsTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils,ConstantsTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils,CalculatorTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils,InstancedUtilsTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils,PosUtilsTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils,ItemUtilsTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils,ApiUtils,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.utils,Resettable,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils,ReconfiguringPlaceholderScreen,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils,ReconfiguringPlaceholderScreen,Broken Hierarchy
forkassn3,de.hysky.skyblocker.utils,ProfileUtils,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils,ProfileUtils,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.utils,JoinWorldPlaceholderScreen,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils,JoinWorldPlaceholderScreen,Broken Hierarchy
forkassn3,de.hysky.skyblocker.utils,Utils,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils,Utils,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.utils,Utils,Insufficient Modularization
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.utils,ItemUtils,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils,ItemUtils,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.utils,Tickable,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils,BasePlaceholderScreen,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils,Http,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.utils,Calculator,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils,Calculator,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.utils,Token,Unnecessary Abstraction
forkassn3,de.hysky.skyblocker.utils,Token,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils,PosUtils,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils,Constants,Broken Modularization
forkassn3,de.hysky.skyblocker.utils.chat,ChatPatternListener,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils.chat,ChatPatternListener,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils.chat,ChatMessageListener,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixerTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,Imperative Abstraction
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils.scheduler,MessageScheduler,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils.scheduler,MessageScheduler,Broken Hierarchy
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointCategoryTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypointTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypoint,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils.waypoint,Waypoint,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.utils.waypoint,Waypoint,Insufficient Modularization
forkassn3,de.hysky.skyblocker,MixinsTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker,SkyblockerMod,Deficient Encapsulation
forkassn3,de.hysky.skyblocker,SkyblockerMod,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker,SkyblockerMod,Hub-like Modularization
forkassn3,de.hysky.skyblocker,SkyblockerScreen,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker,IconTextWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,ComboFilterTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,ComboFilterTest,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,AbilityFilterTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,AbilityFilterTest,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,AdFilterTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,AoteFilterTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,AoteFilterTest,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,ChatFilterTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,TeleportPadFilterTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,TeleportPadFilterTest,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,AutopetFilterTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,HealFilterTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,HealFilterTest,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,ImplosionFilterTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,ImplosionFilterTest,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,ShowOffFilterTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,AoteFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,AoteFilter,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,SimpleChatFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,ImplosionFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,ImplosionFilter,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,AbilityFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,AbilityFilter,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,ShowOffFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,ShowOffFilter,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,MimicFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,ToggleSkyMallFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,ToggleSkyMallFilter,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,DicerFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,DicerFilter,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,MoltenWaveFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,MoltenWaveFilter,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,DeathFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,AutopetFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,TeleportPadFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,TeleportPadFilter,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,HealFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,HealFilter,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.filters,AdFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,ComboFilter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.filters,ComboFilter,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.dwarven,FetchurTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dwarven,MetalDetectorTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CrystalsLocationManagerTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dwarven,PuzzlerTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CrystalsHudTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dwarven,DwarvenHudConfigScreen,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CrystalsHud,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CrystalsHudConfigScreen,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CommissionHighlight,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dwarven,NucleusWaypoints,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dwarven,Waypoint,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dwarven,DwarvenHud,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dwarven,DwarvenHud,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dwarven,Fetchur,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dwarven,Puzzler,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CrystalsWaypoint,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CrystalsWaypoint,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dwarven,CrystalsWaypoint,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.chat,ChatRuleTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.chat,ChatRulesHandlerTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.chat,ChatRulesHandler,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.chat,ChatRulesConfigScreen,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.chat,ChatRule,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.chat,ChatRule,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.chat,ChatRule,Insufficient Modularization
forkassn3,de.hysky.skyblocker.skyblock.chat,ChatRulesConfigListWidget,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.chat,AbstractChatRuleEntry,Unnecessary Abstraction
forkassn3,de.hysky.skyblocker.skyblock.chat,AbstractChatRuleEntry,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.chat,ChatRuleLabelsEntry,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.chat,ChatRuleLabelsEntry,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.chat,ChatRuleConfigEntry,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.chat,ChatRuleConfigScreen,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock,StatusBarTrackerTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock,ChestValueTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock,FishingHelper,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock,QuiverWarning,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock,TeleportOverlay,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock,StatusBarTracker,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock,WarpAutocomplete,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock,WarpAutocomplete,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock,Tips,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock,PetCache,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock,ChestValue,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,SilverfishTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdosTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFillTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TriviaTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Trivia,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonPuzzle,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdos,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Beam,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TicTacToe,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TicTacToe,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,RoomTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DebugRoom,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,Insufficient Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,Insufficient Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DirectionArgumentType,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretsTracker,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,CategoryArgumentType,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,Insufficient Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon,AcceptRepartyTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon,LividColor,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon,LividColor,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon,Reparty,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon,Reparty,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon,GuardianHealth,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScoreHUD,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon,CroesusHelper,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonMap,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonTextures,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonMapConfigScreen,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon,DungeonScore,Insufficient Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon,CroesusProfit,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,SplitStringTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,OverlayScreen,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,SearchOverManager,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.searchoverlay,SearchOverManager,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.item,ArmorTrimIdSerializationTest,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item,SkyblockInventoryScreen,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item,SkyblockInventoryScreen,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.item,EquipmentSlot,Unutilized Abstraction
